         41662604 function calls (40090220 primitive calls) in 230.319 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 interpreter.py:1630(op_JUMP_IF_FALSE_OR_POP)
        1    0.000    0.000    0.000    0.000 codegen.py:83(_CFG)
        1    0.000    0.000    0.000    0.000 bytecode.py:163(ByteCodeIter)
        1    0.000    0.000    0.000    0.000 interface.py:553(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 parfor.py:1900(ConvertNumpyPass)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3263(hypsecant_gen)
        2    0.000    0.000    0.000    0.000 _common.py:748(get_procfs_path)
        1    0.000    0.000    0.000    0.000 _constraints.py:194(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 base.py:506(RegressorMixin)
        1    0.000    0.000    0.000    0.000 matfuncs.py:208(ProductOperator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:116(kstwo_gen)
        1    0.000    0.000    0.000    0.000 _ode.py:1040(zvode)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4881(arr_fill)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3303(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2903(gompertz_gen)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:29(UFuncTarget)
        1    0.000    0.000    0.000    0.000 packer.py:46(load)
        1    0.000    0.000    0.000    0.000 functions.py:632(NamedTupleClass)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1585(_hash_limit_string)
        1    0.000    0.000    0.000    0.000 zipfile.py:1406(namelist)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:314(LazyOperatorNormInfo)
        4    0.000    0.000    0.000    0.000 datetimelike.py:48(_join_i8_wrapper)
        1    0.000    0.000    0.000    0.000 persistence.py:1748(default_update_options)
        1    0.000    0.000    0.000    0.000 metadata.py:478(PathDistribution)
        1    0.000    0.000    0.000    0.000 randomdecl.py:165(Numpy_negative_binomial)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1816(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 castgraph.py:69(TypeGraph)
        1    0.000    0.000    0.000    0.000 instructions.py:277(SelectInstr)
        1    0.000    0.000    0.000    0.000 base.py:525(InspectionAttrInfo)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:402(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 compressor.py:81(CompressorWrapper)
        1    0.000    0.000    0.000    0.000 scalars.py:56(maxval)
        1    0.000    0.000    0.000    0.000 exc.py:47(SQLAlchemyError)
        5    0.000    0.000    0.000    0.000 threadpoolctl.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method faiss._swigfaiss.IndexShards_swigregister}
        1    0.000    0.000    0.000    0.000 strategies.py:131(UninstrumentedColumnLoader)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1297(cosine_gen)
        1    0.000    0.000    0.000    0.000 randomdecl.py:154(Numpy_geometric)
        1    0.000    0.000    0.000    0.000 compressor.py:147(LZMACompressorWrapper)
        1    0.000    0.000    0.000    0.000 exc.py:22(HasDescriptionCode)
        1    0.000    0.000    0.000    0.000 <expr>:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:100(CustomizablePicklingQueue)
        1    0.000    0.000    0.000    0.000 _ridge.py:987(_X_CenterStackOp)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1127(skellam_gen)
        1    0.000    0.000    0.000    0.000 blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:27(OmittedArg)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:85(__init__)
        4    0.000    0.000    0.000    0.000 expressions.py:240(gen_reduce_axis_func)
        1    0.000    0.000    0.000    0.000 collections.py:81(NamedTupleAttribute)
        1    0.000    0.000    0.000    0.000 yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 ops.py:997(FrameSplitter)
        5    0.000    0.000    0.000    0.000 threadpoolctl.py:585(<genexpr>)
        1    0.000    0.000    0.000    0.000 attr.py:357(_ListenerCollection)
        1    0.000    0.000    0.000    0.000 queues.py:289(JoinableQueue)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 _split.py:1867(PredefinedSplit)
        1    0.000    0.000    0.000    0.000 npytypes.py:33(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 models.py:1011(CharSeq)
        1    0.000    0.000    0.000    0.000 necompiler.py:231(Register)
        1    0.000    0.000    0.000    0.000 decorators.py:11(_BaseVectorize)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 {built-in method faiss._swigfaiss.HNSW_swigregister}
        1    0.000    0.000    0.000    0.000 polyint.py:497(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 common.py:122(OdeSolution)
        1    0.000    0.000    0.000    0.000 sobol_seq.py:27(Sobol)
        1    0.000    0.000    0.000    0.000 listobj.py:432(value)
        1    0.000    0.000    0.001    0.001 externals.py:108(install)
        1    0.000    0.000    0.000    0.000 __init__.py:893(subscribe)
        1    0.000    0.000    0.000    0.000 errors.py:115(_DummyColorScheme)
        1    0.000    0.000    0.000    0.000 expressions.py:493(RawNode)
        1    0.000    0.000    0.000    0.000 ansi.py:49(AnsiFore)
        1    0.000    0.000    0.000    0.000 _datasource.py:75(_FileOpeners)
        1    0.000    0.000    0.000    0.000 parfor.py:2266(ConvertLoopPass)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 targets.py:116(TargetData)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:1208(ProgressiveDimIndexFactory)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 floating.py:505(Float64Dtype)
        1    0.000    0.000    0.000    0.000 common.py:14(SimpleIterableType)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1721(EnsureKWArgType)
        1    0.000    0.000    0.000    0.000 abstract.py:458(TypeRef)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:3574(IndexHNSWFlat)
        1    0.000    0.000    0.000    0.000 context.py:2497(_ColumnEntity)
        1    0.000    0.000    0.000    0.000 selectable.py:66(_OffsetLimitParam)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1086(memoized_property)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:474(arcsine_gen)
        1    0.000    0.000    0.000    0.000 interpolate.py:2338(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 decl_base.py:203(_ImperativeMapperConfig)
        1    0.000    0.000    0.000    0.000 gui.py:26(tqdm_gui)
        1    0.000    0.000    0.000    0.000 request.py:1086(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 context.py:18(Rating)
        1    0.000    0.000    0.000    0.000 compressor.py:120(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:209(start_framing)
        1    0.000    0.000    0.000    0.000 abc.py:36(__init__)
        1    0.000    0.000    0.000    0.000 unimod.py:184(HasFullNameMixin)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 elements.py:4871(quoted_name)
        1    0.000    0.000    0.000    0.000 debuginfo.py:44(DummyDIBuilder)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 request.py:2399(ftpwrapper)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:3585(IndexHNSWPQ)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
        1    0.000    0.000    0.000    0.000 nonlin.py:1355(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 metadata.py:386(FastPath)
        1    0.000    0.000    0.000    0.000 parquet.py:1001(ParquetManifest)
        3    0.000    0.000    0.000    0.000 core.py:801(__init__)
        5    0.000    0.000    0.000    0.000 parfor.py:2284(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:230(SortedMap)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:3610(IndexHNSW2Level)
        1    0.000    0.000    0.000    0.000 _export.py:197(_BaseTreeExporter)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 main.py:699(ParallelTestRunner)
        1    0.000    0.000    0.000    0.000 schema.py:3032(DefaultClause)
        1    0.000    0.000    0.000    0.000 base.py:172(_DialectArgView)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:239(BFGS)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 models.py:1178(from_return)
        1    0.000    0.000    0.000    0.000 abstract.py:31(_TypeMetaclass)
        1    0.000    0.000    0.000    0.000 builtins.py:271(<listcomp>)
        1    0.000    0.000    0.000    0.000 dependency.py:974(ManyToManyDP)
        3    0.000    0.000    0.000    0.000 _decorators.py:249(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 llvm_pass_timings.py:14(RecordLLVMPassTimings)
        1    0.000    0.000    0.000    0.000 arrayobj.py:557(Indexer)
        1    0.000    0.000    0.000    0.000 _multivariate.py:222(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:59(ksone_gen)
        1    0.000    0.000    0.000    0.000 parsers.py:3750(FixedWidthFieldParser)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 builtins.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8213(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _ode.py:1199(dop853)
        1    0.000    0.000    0.000    0.000 _birch.py:92(_CFNode)
        1    0.000    0.000    0.000    0.000 structures.py:309(unitstr)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 base.py:28(_ConnDialect)
        1    0.000    0.000    0.000    0.000 nonlin.py:1241(DiagBroyden)
        1    0.000    0.000    0.001    0.001 config.py:73(__init__)
        9    0.000    0.000    0.000    0.000 contextlib.py:356(__enter__)
        1    0.000    0.000    0.000    0.000 _label.py:38(LabelEncoder)
        1    0.000    0.000    0.000    0.000 core.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:690(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 _base.py:550(KNeighborsMixin)
        1    0.000    0.000    0.000    0.000 manager.py:6(DataModelManager)
        1    0.000    0.000    0.000    0.000 format.py:1497(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 _testing.py:2922(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 strategies.py:175(ColumnLoader)
        1    0.000    0.000    0.000    0.000 dependency.py:323(OneToManyDP)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 _scorer.py:63(_MultimetricScorer)
        1    0.000    0.000    0.000    0.000 fitpack2.py:825(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 requirements.py:82(Requirement)
        1    0.000    0.000    0.000    0.000 function_base.py:1901(vectorize)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 result.py:1686(MergedResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3630(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6515(powernorm_gen)
        1    0.000    0.000    0.000    0.000 misc.py:503(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:347(NodeVisitor)
        1    0.000    0.000    0.000    0.000 {built-in method faiss._swigfaiss.ProductQuantizer_swigregister}
        2    0.000    0.000    0.000    0.000 cgutils.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 markers.py:53(Node)
        2    0.000    0.000    0.000    0.000 dataclasses.py:941(<listcomp>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1157(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 functions.py:1448(cume_dist)
        4    0.000    0.000    0.000    0.000 wrappers.py:324(fndesc)
        1    0.000    0.000    0.000    0.000 swigfaiss.py:2002(IndexRefineFlat)
        1    0.000    0.000    0.000    0.000 interfaces.py:833(LoaderStrategy)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 function_type.py:125(FunctionPrototype)
        1    0.000    0.000    0.000    0.000 containers.py:268(_HeterogeneousTuple)
        1    0.000    0.000    0.000    0.000 randomdecl.py:98(Random_random)
        1    0.000    0.000    0.000    0.000 grouper.py:773(is_in_axis)
        1    0.000    0.000    0.000    0.000 wrappers.py:248(UArrayArg)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 ssa.py:271(_FixSSAVars)
        1    0.000    0.000    0.000    0.000 compiler.py:237(_CompileStatus)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        3    0.000    0.000    0.000    0.000 langhelpers.py:1240(bool_or_str)
        1    0.000    0.000    0.000    0.000 elements.py:3177(Extract)
        1    0.000    0.000    0.000    0.000 det_curve.py:10(DetCurveDisplay)
        1    0.000    0.000    0.000    0.000 randomdecl.py:230(Random_ternary_distribution)
        4    0.000    0.000    0.000    0.000 arraymath.py:835(nan_min_max_factory)
