         41662604 function calls (40090220 primitive calls) in 230.319 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 pandas_compat.py:41(get_logical_type_map)
        3    0.000    0.000    0.000    0.000 _decorators.py:481(indent)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
       55    0.000    0.000    0.000    0.000 npydecl.py:92(ufunc)
        1    0.000    0.000    0.002    0.002 _constraints.py:1(<module>)
        4    0.000    0.000    0.000    0.000 interpreter.py:1683(op_MAKE_FUNCTION)
        1    0.000    0.000    0.000    0.000 sorting.py:567(get_group_index_sorter)
        4    0.000    0.000    0.003    0.001 arrayobj.py:4196(_get_seq_size)
        6    0.000    0.000    0.097    0.016 arraylike.py:31(__ne__)
        1    0.000    0.000    0.000    0.000 optional.py:1(<module>)
       18    0.000    0.000    0.000    0.000 std.py:229(__init__)
        7    0.000    0.000    0.000    0.000 arraydecl.py:460(resolve_ravel)
        2    0.000    0.000    0.000    0.000 parfor.py:3428(get_parfor_outputs)
       13    0.000    0.000    0.000    0.000 numpy_.py:202(__array__)
        4    0.000    0.000    0.001    0.000 parfor.py:4267(find_potential_aliases_parfor)
       19    0.000    0.000    0.000    0.000 expressions.py:178(binop)
        1    0.000    0.000    0.000    0.000 _optics.py:2(<module>)
        8    0.000    0.000    0.000    0.000 langhelpers.py:1210(oneshot)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1075(ArrayAnalysis)
        4    0.000    0.000    0.000    0.000 interpreter.py:1734(op_LIST_APPEND)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:202(_add_array_type)
       17    0.000    0.000    0.000    0.000 mapper.py:1296(<listcomp>)
        1    0.000    0.000    0.000    0.000 common.py:749(_MMapWrapper)
        6    0.000    0.000    0.000    0.000 containers.py:359(__new__)
       22    0.000    0.000    0.000    0.000 generic.py:569(ndim)
        1    0.000    0.000    0.005    0.005 feedparser.py:5(<module>)
        2    0.000    0.000    0.002    0.001 arrayobj.py:4262(check_seq_size)
        6    0.000    0.000    0.000    0.000 algorithms.py:256(_get_hashtable_algo)
        1    0.000    0.000    0.000    0.000 elements.py:627(ColumnElement)
       12    0.000    0.000    0.000    0.000 lowering.py:1162(<listcomp>)
       43    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
       20    0.000    0.000    0.000    0.000 __init__.py:1886(has_metadata)
        6    0.000    0.000    0.000    0.000 util.py:73(_is_path_like)
       27    0.000    0.000    0.000    0.000 enum.py:1010(_power_of_two)
        6    0.000    0.000    0.176    0.029 <__array_function__ internals>:2(split)
        1    0.000    0.000    0.001    0.001 instrumentation.py:8(<module>)
        3    0.000    0.000    0.000    0.000 listobject.py:689(impl)
       24    0.000    0.000    0.000    0.000 pickle.py:335(whichmodule)
       14    0.000    0.000    0.001    0.000 context.py:134(meminfo_varsize_realloc)
     11/9    0.000    0.000    0.003    0.000 pythonapi.py:72(unbox)
        6    0.000    0.000    0.000    0.000 ir.py:625(__init__)
        1    0.000    0.000    0.004    0.004 __init__.py:311(__go)
        6    0.000    0.000    0.000    0.000 construction.py:284(<listcomp>)
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
        1    0.000    0.000    0.000    0.000 multiclass.py:4(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.003    0.003 subprocess.py:368(check_output)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
       10    0.000    0.000    0.000    0.000 types.py:329(format_constant)
        1    0.000    0.000    0.001    0.001 cyaml.py:3(<module>)
        6    0.000    0.000    0.000    0.000 sputils.py:91(to_native)
       39    0.000    0.000    0.000    0.000 _internal.py:758(_lcm)
       18    0.000    0.000    0.000    0.000 npyimpl.py:85(store_data)
       15    0.000    0.000    0.000    0.000 typeinfer.py:271(__init__)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pythonapi.py:749(tuple_getitem)
        1    0.000    0.000    0.001    0.001 lil.py:1(<module>)
        7    0.000    0.000    0.000    0.000 arraydecl.py:330(resolve_copy)
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(vstack)
        1    0.000    0.000    0.000    0.000 event.py:1(<module>)
        4    0.000    0.000    0.000    0.000 doccer.py:133(_doc)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        7    0.000    0.000    0.000    0.000 functions.py:357(unify)
       79    0.000    0.000    0.000    0.000 array_analysis.py:1102(get_equiv_set)
        1    0.000    0.000    0.000    0.000 enumdecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1659(__new__)
        6    0.000    0.000    0.000    0.000 utils.py:206(_supports_unicode)
        8    0.000    0.000    0.000    0.000 platform.py:1077(python_implementation)
        7    0.000    0.000    0.000    0.000 imputils.py:147(res)
        1    0.000    0.000    0.000    0.000 expr.py:327(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 controlflow.py:82(CFGraph)
        6    0.000    0.000    0.000    0.000 abstract.py:463(__init__)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:1(<module>)
       19    0.000    0.000    0.000    0.000 interpreter.py:1459(op_BINARY_TRUE_DIVIDE)
        1    0.000    0.000    0.000    0.000 _dbscan.py:2(<module>)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       21    0.000    0.000    0.000    0.000 schema.py:3674(<listcomp>)
        2    0.000    0.000    0.000    0.000 slicing.py:105(get_slice_bounds)
        1    0.000    0.000    0.002    0.002 mzml_io.py:1(<module>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:199(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 annotation.py:8(<module>)
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
       40    0.000    0.000    0.000    0.000 concat.py:119(is_nonempty)
        6    0.000    0.000    0.000    0.000 npydecl.py:490(typer)
        1    0.000    0.000    0.000    0.000 _factor_analysis.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lowering.py:538(lower_yield)
        3    0.000    0.000    0.000    0.000 doccer.py:157(_doc)
       15    0.000    0.000    0.000    0.000 genericpath.py:87(samestat)
        8    0.000    0.000    0.000    0.000 common.py:334(standardize_mapping)
       17    0.000    0.000    0.000    0.000 typeinfer.py:374(__init__)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 wrappers.py:459(gen_loop_body)
        1    0.000    0.000    0.000    0.000 setdecl.py:34(SetAttribute)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 base.py:9(<module>)
        1    0.000    0.000    0.134    0.134 csvs.py:223(save)
       84    0.000    0.000    0.000    0.000 models.py:239(as_return)
        1    0.000    0.000    0.083    0.083 backports.py:1(<module>)
       11    0.000    0.000    0.006    0.001 pythonapi.py:61(box)
        1    0.000    0.000    0.009    0.009 logger.py:1(<module>)
        9    0.000    0.000    0.000    0.000 mathimpl.py:40(is_nan)
        9    0.000    0.000    0.000    0.000 scalars.py:108(can_convert_to)
      105    0.000    0.000    0.000    0.000 _internal.py:552(next)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:324(_get_funcs)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:43(_define_nrt_incref)
        2    0.000    0.000    0.001    0.000 listobject.py:117(codegen)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
       18    0.000    0.000    0.000    0.000 types.py:343(format_constant)
       47    0.000    0.000    0.000    0.000 common.py:20(iterator_type)
        6    0.000    0.000    0.004    0.001 expressions.py:218(evaluate)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _huber.py:4(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6746(__init__)
       12    0.000    0.000    0.001    0.000 ast.py:158(fix_missing_locations)
        2    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 metaestimators.py:1(<module>)
       18    0.000    0.000    0.000    0.000 re.py:325(_subx)
       11    0.000    0.000    0.000    0.000 nanops.py:62(__call__)
       40    0.000    0.000    0.000    0.000 inspect.py:2881(<genexpr>)
        5    0.000    0.000    0.000    0.000 version.py:490(_cmpkey)
        1    0.000    0.000    0.000    0.000 apply.py:55(FrameApply)
        1    0.000    0.000    0.000    0.000 dufunc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 dispatcher.py:284(disable_compile)
        4    0.000    0.000    0.000    0.000 array_analysis.py:1931(gen_wrap_if_not_known)
       19    0.000    0.000    0.000    0.000 functools.py:88(_gt_from_lt)
        2    0.000    0.000    0.001    0.000 stencilparfor.py:40(run)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1239(get_generator_type)
       31    0.000    0.000    0.000    0.000 ir_utils.py:1833(is_getitem)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:1226(append)
       17    0.000    0.000    0.000    0.000 managers.py:814(copy_func)
        1    0.000    0.000    0.000    0.000 base.py:149(SelectionMixin)
        6    0.000    0.000    0.000    0.000 argparse.py:1856(take_action)
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:25(<module>)
        1    0.000    0.000    0.002    0.002 csr.py:1(<module>)
       31    0.000    0.000    0.000    0.000 byteflow.py:274(op_POP_TOP)
        1    0.000    0.000    0.001    0.001 subprocess.py:984(communicate)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
        4    0.000    0.000    0.000    0.000 polynomial.py:1218(__init__)
        4    0.000    0.000    0.000    0.000 npdatetime.py:111(<listcomp>)
       11    0.000    0.000    0.000    0.000 arraydecl.py:747(install_array_method)
        1    0.000    0.000    0.000    0.000 engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 processors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:21(<module>)
        3    0.000    0.000    0.001    0.000 pandas_compat.py:594(<listcomp>)
       24    0.000    0.000    0.000    0.000 relationships.py:1125(__init__)
       10    0.000    0.000    0.000    0.000 cgutils.py:196(__len__)
        6    0.000    0.000    0.000    0.000 inspect.py:2894(__eq__)
        1    0.000    0.000    0.000    0.000 selectable.py:2769(SelectBase)
        1    0.000    0.000    0.000    0.000 byteflow.py:249(TraceRunner)
        1    0.000    0.000    0.000    0.000 _wilcoxon_data.py:1(<module>)
        1    0.000    0.000    0.006    0.006 ms_io.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:6174(get_unanimous_names)
        1    0.000    0.000    0.000    0.000 unimod.py:624(Crossreference)
        6    0.000    0.000    0.000    0.000 tempfile.py:495(close)
       51    0.000    0.000    0.000    0.000 _internal.py:556(__bool__)
        1    0.000    0.000    0.004    0.004 defmatrix.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enumimpl.py:63(enum_class_getattr)
        1    0.000    0.000    0.000    0.000 printimpl.py:1(<module>)
       82    0.000    0.000    0.000    0.000 cgutils.py:613(<lambda>)
        1    0.000    0.000    0.000    0.000 lex.py:34(<module>)
        6    0.000    0.000    0.002    0.000 base.py:1003(populate_array)
       18    0.000    0.000    0.000    0.000 npyimpl.py:88(return_val)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:204(NumpyPickler)
       20    0.000    0.000    0.000    0.000 common.py:1276(is_string_like_dtype)
       29    0.000    0.000    0.000    0.000 base.py:623(dtype)
        6    0.000    0.000    0.006    0.001 arrayobj.py:3476(_parse_empty_args)
        2    0.000    0.000    0.000    0.000 dataclasses.py:487(_init_fn)
       17    0.000    0.000    0.000    0.000 events.py:189(_new_classmanager_instance)
        1    0.000    0.000    0.001    0.001 _shgo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
        6    0.000    0.000    0.000    0.000 ir.py:637(__repr__)
        2    0.000    0.000    0.000    0.000 byteflow.py:782(_dup_topx)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:135(_define_atomic_cas)
       31    0.000    0.000    0.000    0.000 npyimpl.py:372(<listcomp>)
        1    0.000    0.000    0.000    0.000 dtypes.py:780(PeriodDtype)
        1    0.000    0.000    0.076    0.076 utils.py:116(_init_num_threads)
        3    0.000    0.000    0.000    0.000 functions.py:620(__init__)
        6    0.000    0.000    0.000    0.000 random.py:94(__init__)
       52    0.000    0.000    0.000    0.000 _scorer.py:126(__init__)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
       46    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 compat.py:7(<module>)
       26    0.000    0.000    0.000    0.000 npyimpl.py:280(<genexpr>)
       16    0.000    0.000    0.000    0.000 popen_loky_posix.py:31(__init__)
        2    0.000    0.000    0.000    0.000 {method 'stat' of 'posix.DirEntry' objects}
        1    0.000    0.000    0.003    0.003 codegen.py:1092(__init__)
       93    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        2    0.000    0.000    0.000    0.000 arrayobj.py:3848(np_arange)
       57    0.000    0.000    0.000    0.000 numeric.py:164(_is_all_dates)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        8    0.000    0.000    0.000    0.000 base.py:570(_cleanup)
        3    0.000    0.000    0.000    0.000 __init__.py:299(loads)
       28    0.000    0.000    0.000    0.000 argparse.py:570(_metavar_formatter)
       16    0.000    0.000    0.000    0.000 annotation.py:147(__new__)
       24    0.000    0.000    0.000    0.000 types.py:187(__eq__)
        7    0.000    0.000    0.000    0.000 _common.py:417(memoize_when_activated)
       60    0.000    0.000    0.000    0.000 array_analysis.py:329(<genexpr>)
       48    0.000    0.000    0.000    0.000 slicing.py:167(get_arg_value)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:5(<module>)
        2    0.000    0.000    0.002    0.001 arrayobj.py:4223(compute_sequence_shape)
        1    0.000    0.000    0.000    0.000 _pslinux.py:594(cpu_times)
        1    0.000    0.000    0.000    0.000 typing.py:1591(_make_nmtuple)
       56    0.000    0.000    0.000    0.000 multiarray.py:1351(may_share_memory)
        1    0.000    0.000    0.000    0.000 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2720(GenericFixed)
        1    0.000    0.000    0.000    0.000 npydecl.py:316(<listcomp>)
        4    0.000    0.000    0.000    0.000 process.py:217(authkey)
        1    0.000    0.000    0.000    0.000 _joblib.py:1(<module>)
       56    0.000    0.000    0.000    0.000 configargparse.py:809(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:8(<module>)
        1    0.000    0.000    0.000    0.000 events.py:16(ConnectionEvents)
        1    0.000    0.000    0.000    0.000 dtype.py:28(SparseDtype)
        1    0.000    0.000    0.001    0.001 generators.py:316(lower_yield_suspend)
        6    0.000    0.000    0.000    0.000 argparse.py:1954(consume_positionals)
       67    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        1    0.000    0.000    0.000    0.000 scanner.py:27(<module>)
        8    0.000    0.000    0.000    0.000 arrayobj.py:1126(compute_memory_extents)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
       17    0.000    0.000    0.000    0.000 visitors.py:658(traverse)
       24    0.000    0.000    0.000    0.000 array_analysis.py:3179(_isarray)
       58    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
        1    0.000    0.000    0.000    0.000 tracing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:629(DatetimeTimedeltaMixin)
        8    0.000    0.000    0.000    0.000 argparse.py:1877(consume_optional)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
       34    0.000    0.000    0.000    0.000 mapper.py:1299(<genexpr>)
        1    0.000    0.000    0.000    0.000 controlflow.py:1(<module>)
        1    0.000    0.000    0.001    0.001 listobj.py:492(iternext_listiter)
       36    0.000    0.000    0.000    0.000 context.py:357(assert_spawning)
        5    0.000    0.000    0.000    0.000 elements.py:876(base_columns)
       15    0.000    0.000    0.000    0.000 pandas_compat.py:629(get_datetimetz_type)
        9    0.000    0.000    0.000    0.000 utils.py:311(parse_string_factory)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
       17    0.000    0.000    0.000    0.000 events.py:685(_new_mapper_instance)
       12    0.000    0.000    0.000    0.000 config.py:608(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
       19    0.000    0.000    0.000    0.000 listobj.py:1213(literal_list_setitem)
        3    0.000    0.000    0.000    0.000 deprecation.py:58(_decorate_class)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
       31    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        8    0.000    0.000    0.000    0.000 properties.py:384(_memoized_method___clause_element__)
        1    0.000    0.000    0.000    0.000 pathlib.py:628(PurePath)
        7    0.000    0.000    0.008    0.001 wrappers.py:660(get_array_at_offset)
        2    0.000    0.000    0.000    0.000 __init__.py:1831(_index)
        1    0.000    0.000    0.000    0.000 ccallback.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parfor.py:681(setup)
        8    0.000    0.000    0.000    0.000 annotation.py:95(_annotate)
        3    0.000    0.000    0.000    0.000 npytypes.py:237(__init__)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 __init__.py:2107(shutdown)
       14    0.000    0.000    0.000    0.000 lowering.py:1183(<listcomp>)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1725(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:73(_add_types)
        1    0.000    0.000    0.000    0.000 sparsefuncs.py:6(<module>)
        8    0.000    0.000    0.003    0.000 ir_utils.py:310(replace_var_names)
        2    0.000    0.000    0.032    0.016 parfor.py:2767(_pre_run)
       19    0.000    0.000    0.000    0.000 listobject.py:827(impl_setitem)
        3    0.000    0.000    0.000    0.000 _decorators.py:276(decorate)
        2    0.000    0.000    0.000    0.000 necompiler.py:314(getInputOrder)
       22    0.000    0.000    0.000    0.000 models.py:191(get_argument_type)
       16    0.000    0.000    0.000    0.000 connection.py:163(writable)
       22    0.000    0.000    0.000    0.000 base.py:867(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:1137(__init__)
        1    0.000    0.000    0.021    0.021 wrappers.py:427(_compile_wrapper)
        1    0.000    0.000    0.000    0.000 compiler.py:3953(DDLCompiler)
        2    0.000    0.000    0.000    0.000 concat.py:390(<listcomp>)
        1    0.000    0.000    0.000    0.000 typedobjectutils.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
       13    0.000    0.000    0.000    0.000 base.py:508(<dictcomp>)
        1    0.000    0.000    0.000    0.000 intrinsics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lof.py:5(<module>)
       10    0.000    0.000    0.001    0.000 templates.py:977(_get_function_type)
       29    0.000    0.000    0.000    0.000 re.py:233(findall)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:205(AbstractEventLoop)
       17    0.000    0.000    0.000    0.000 base.py:1268(as_immutable)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:5984(refer_to_array_attribute)
        6    0.000    0.000    0.000    0.000 generic.py:1784(__hash__)
        1    0.000    0.000    0.000    0.000 dtypes.py:604(DatetimeTZDtype)
       46    0.000    0.000    0.000    0.000 base.py:118(_listen)
        1    0.000    0.000    0.001    0.001 dbapi_proxy.py:9(<module>)
       40    0.000    0.000    0.000    0.000 containers.py:211(__getitem__)
        1    0.000    0.000    0.001    0.001 _core.py:603(PlotAccessor)
        1    0.000    0.000    0.002    0.002 parser.py:41(parse)
       10    0.000    0.000    0.001    0.000 accessor.py:139(add_delegate_accessors)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 base.py:18(ExtensionDtype)
       29    0.000    0.000    0.000    0.000 expressions.py:195(func)
       24    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        3    0.000    0.000    0.000    0.000 listdecl.py:19(generic)
        5    0.000    0.000    0.000    0.000 langhelpers.py:1818(decorate)
        1    0.000    0.000    0.000    0.000 selectable.py:432(FromClause)
        1    0.000    0.000    0.004    0.004 _policybase.py:1(<module>)
       17    0.000    0.000    0.000    0.000 _collections.py:242(<listcomp>)
        3    0.000    0.000    0.000    0.000 npydecl.py:1104(generic)
       57    0.000    0.000    0.000    0.000 fromnumeric.py:3102(_ndim_dispatcher)
      2/1    0.000    0.000    0.001    0.001 construction.py:632(create_series_with_explicit_dtype)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
       17    0.000    0.000    0.000    0.000 dtypes.py:711(construct_from_string)
        8    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       12    0.000    0.000    0.005    0.000 _memmapping_reducer.py:533(set_current_context)
        6    0.000    0.000    0.001    0.000 series.py:1811(unique)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1536(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 pytables.py:2542(Fixed)
        1    0.000    0.000    0.000    0.000 stata.py:2933(StataWriter117)
       34    0.000    0.000    0.000    0.000 util.py:53(_DeprecatedMeta)
       39    0.000    0.000    0.000    0.000 _internal.py:606(<lambda>)
        5    0.000    0.000    0.000    0.000 models.py:763(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:2153(_get_norm_impl)
        3    0.000    0.000    0.000    0.000 numbers.py:427(int_negate_impl)
        7    0.000    0.000    0.000    0.000 compat.py:504(with_metaclass)
        2    0.000    0.000    0.000    0.000 api.py:95(_get_distinct_objs)
       19    0.000    0.000    0.000    0.000 dictobject.py:1261(literalstrkeydict_banned_impl_setitem)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       11    0.000    0.000    0.000    0.000 frame.py:645(shape)
       34    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 necompiler.py:409(optimizeTemporariesAllocation)
       70    0.000    0.000    0.000    0.000 npytypes.py:247(dtype)
        1    0.000    0.000    0.000    0.000 itanium_mangler.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cloudpickle_fast.py:511(_function_reduce)
        3    0.000    0.000    0.000    0.000 hashing.py:451(inject)
        1    0.000    0.000    0.000    0.000 visitors.py:164(InternalTraversal)
        3    0.000    0.000    0.000    0.000 dml.py:220(_constructor_20_deprecations)
        6    0.000    0.000    0.000    0.000 parquet.py:661(__exit__)
       24    0.000    0.000    0.000    0.000 argparse.py:2122(_parse_optional)
        1    0.000    0.000    0.000    0.000 info.py:94(BaseInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        7    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 _interpolative_backend.py:30(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrow_utils.py:103(__arrow_ext_serialize__)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:1(<module>)
       12    0.000    0.000    0.000    0.000 npydecl.py:420(parse_shape)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        9    0.000    0.000    0.000    0.000 managers.py:214(set_axis)
        2    0.000    0.000    0.000    0.000 targets.py:80(get_host_cpu_name)
        1    0.000    0.000    0.000    0.000 _decorators.py:11(deprecate)
      140    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        1    0.000    0.000    0.000    0.000 parallel.py:339(_check_tbb_version_compatible)
       22    0.000    0.000    0.000    0.000 deprecation.py:96(_decorate_property)
        1    0.000    0.000    0.000    0.000 mgf_io.py:1(<module>)
       17    0.000    0.000    0.000    0.000 iterators.py:82(<genexpr>)
      6/2    0.000    0.000    0.000    0.000 necompiler.py:158(expressionToAST)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
       90    0.000    0.000    0.000    0.000 instrumentation.py:459(__bool__)
        1    0.000    0.000    0.000    0.000 _k_means_elkan.pyx:1(__Pyx_PyMODINIT_FUNC PyInit__k_means_elkan(void))
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
       19    0.000    0.000    0.000    0.000 dictobject.py:674(impl_setitem)
        4    0.000    0.000    0.000    0.000 listobject.py:1439(__init__)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        6    0.000    0.000    0.001    0.000 _internal.py:560(_dtype_from_pep3118)
        1    0.000    0.000    0.000    0.000 registry.py:8(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:419(_Py_HashSecret_t)
        1    0.000    0.000    0.000    0.000 compressed.py:24(_cs_matrix)
       17    0.000    0.000    0.000    0.000 decl_base.py:329(_cls_attr_override_checker)
        1    0.000    0.000    0.000    0.000 core.py:6435(__new__)
       75    0.000    0.000    0.000    0.000 npytypes.py:285(key)
        9    0.000    0.000    0.001    0.000 utils.py:83(int_nosign)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
       28    0.000    0.000    0.000    0.000 argparse.py:202(__init__)
        6    0.000    0.000    0.000    0.000 std.py:657(get_lock)
        1    0.000    0.000    0.021    0.021 wrappers.py:495(build_gufunc_wrapper)
        1    0.000    0.000    0.000    0.000 frame.py:2934(_ixs)
       17    0.000    0.000    0.000    0.000 langhelpers.py:1100(_reset)
        9    0.000    0.000    0.000    0.000 base.py:2134(_is_all_dates)
       18    0.000    0.000    0.001    0.000 slicing.py:129(guard_invalid_slice)
        1    0.000    0.000    0.004    0.004 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pep440.py:1(<module>)
        1    0.000    0.000    0.003    0.003 mzxml.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectable.py:3990(DeprecatedSelectGenerations)
        8    0.000    0.000    0.000    0.000 elements.py:5003(_with_annotations)
